class,policy,reward,seed,stage,win,turns,hp,max_hp,hp_spent,hp_restored,cards_drawn,casts,deck_size,timeout
tide,greedy,random,10102,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10102,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10102,2,1,3,22,30,0,0,0,5,22,0
tide,greedy,random,10102,3,1,7,24,30,0,44,0,13,23,0
tide,greedy,random,10102,4,1,10,13,30,0,76,0,17,24,0
tide,greedy,random,10103,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10103,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10103,2,1,5,14,30,0,8,0,7,22,0
tide,greedy,random,10103,3,1,6,7,30,0,19,0,10,23,0
tide,greedy,random,10103,4,1,9,12,30,0,65,0,17,24,0
tide,greedy,random,10104,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10104,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10104,2,1,4,20,30,0,5,0,7,22,0
tide,greedy,random,10104,3,1,6,13,30,0,27,0,10,23,0
tide,greedy,random,10104,4,1,10,12,30,0,70,0,16,24,0
tide,greedy,random,10105,0,1,3,26,30,0,0,0,4,20,0
tide,greedy,random,10105,1,1,3,23,30,0,6,0,4,21,0
tide,greedy,random,10105,2,1,5,14,30,0,8,0,8,22,0
tide,greedy,random,10105,3,1,7,15,30,0,35,0,13,23,0
tide,greedy,random,10105,4,1,7,11,30,0,39,0,12,24,0
tide,greedy,random,10106,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10106,1,1,3,23,30,0,7,0,4,21,0
tide,greedy,random,10106,2,1,5,14,30,0,8,0,8,22,0
tide,greedy,random,10106,3,1,5,9,30,0,11,0,8,23,0
tide,greedy,random,10106,4,1,8,6,30,0,46,0,14,24,0
tide,greedy,random,10107,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10107,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10107,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10107,3,1,6,12,30,0,26,0,10,23,0
tide,greedy,random,10107,4,1,10,9,30,0,67,0,17,24,0
tide,greedy,random,10108,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10108,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10108,2,1,4,21,30,0,7,0,7,22,0
tide,greedy,random,10108,3,1,6,8,30,0,22,0,11,23,0
tide,greedy,random,10108,4,1,8,11,30,0,49,0,14,24,0
tide,greedy,random,10109,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10109,1,1,3,23,30,0,7,0,4,21,0
tide,greedy,random,10109,2,1,5,22,30,0,16,0,8,22,0
tide,greedy,random,10109,3,1,7,22,30,0,38,0,12,23,0
tide,greedy,random,10109,4,0,8,0,30,0,51,0,14,24,0
tide,greedy,random,10110,0,1,3,26,30,0,4,0,4,20,0
tide,greedy,random,10110,1,1,3,23,30,0,2,0,5,21,0
tide,greedy,random,10110,2,1,5,15,30,0,9,0,8,22,0
tide,greedy,random,10110,3,1,6,9,30,0,17,0,10,23,0
tide,greedy,random,10110,4,1,10,6,30,0,72,0,17,24,0
tide,greedy,random,10111,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10111,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10111,2,1,5,22,30,0,16,0,8,22,0
tide,greedy,random,10111,3,1,7,13,30,0,31,0,13,23,0
tide,greedy,random,10111,4,1,8,1,30,0,41,0,13,24,0
tide,greedy,random,10112,0,1,3,26,30,0,0,0,4,20,0
tide,greedy,random,10112,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10112,2,1,4,22,30,0,8,0,8,22,0
tide,greedy,random,10112,3,1,6,19,30,0,29,0,12,23,0
tide,greedy,random,10112,4,1,9,11,30,0,64,0,16,24,0
tide,greedy,random,10113,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10113,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10113,2,1,5,14,30,0,8,0,8,22,0
tide,greedy,random,10113,3,1,8,14,30,0,44,0,14,23,0
tide,greedy,random,10113,4,1,10,19,30,0,75,0,18,24,0
tide,greedy,random,10114,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10114,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10114,2,1,5,13,30,0,7,0,8,22,0
tide,greedy,random,10114,3,1,8,9,30,0,41,0,13,23,0
tide,greedy,random,10114,4,1,11,9,30,0,87,0,20,24,0
tide,greedy,random,10115,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10115,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10115,2,1,3,22,30,0,0,0,5,22,0
tide,greedy,random,10115,3,1,8,10,30,0,42,0,14,23,0
tide,greedy,random,10115,4,1,9,4,30,0,55,0,16,24,0
tide,greedy,random,10116,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10116,1,1,2,23,30,0,0,0,3,21,0
tide,greedy,random,10116,2,1,4,19,30,0,5,0,8,22,0
tide,greedy,random,10116,3,1,6,9,30,0,23,0,10,23,0
tide,greedy,random,10116,4,1,9,14,30,0,66,0,14,24,0
tide,greedy,random,10117,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10117,1,1,4,9,30,0,0,0,5,21,0
tide,greedy,random,10117,2,1,5,21,30,0,15,0,9,22,0
tide,greedy,random,10117,3,1,5,8,30,0,12,0,9,23,0
tide,greedy,random,10117,4,1,12,13,30,0,98,0,21,24,0
tide,greedy,random,10118,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10118,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10118,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10118,3,1,7,14,30,0,32,0,13,23,0
tide,greedy,random,10118,4,1,8,4,30,0,45,0,14,24,0
tide,greedy,random,10119,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10119,1,1,2,28,30,0,0,0,3,21,0
tide,greedy,random,10119,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10119,3,1,5,18,30,0,18,0,9,23,0
tide,greedy,random,10119,4,1,8,5,30,0,45,0,13,24,0
tide,greedy,random,10120,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10120,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10120,2,1,5,19,30,0,13,0,8,22,0
tide,greedy,random,10120,3,1,7,13,30,0,33,0,13,23,0
tide,greedy,random,10120,4,1,8,9,30,0,52,0,14,24,0
tide,greedy,random,10121,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10121,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10121,2,1,4,19,30,0,5,0,7,22,0
tide,greedy,random,10121,3,1,5,8,30,0,8,0,9,23,0
tide,greedy,random,10121,4,1,9,10,30,0,60,0,16,24,0
tide,greedy,random,10122,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10122,1,1,2,24,30,0,0,0,3,21,0
tide,greedy,random,10122,2,1,4,22,30,0,8,0,7,22,0
tide,greedy,random,10122,3,1,7,16,30,0,30,0,13,23,0
tide,greedy,random,10122,4,0,5,0,30,0,27,0,8,24,0
tide,greedy,random,10123,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10123,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10123,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10123,3,1,6,19,30,0,31,0,11,23,0
tide,greedy,random,10123,4,1,6,7,30,0,25,0,9,24,0
tide,greedy,random,10124,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10124,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10124,2,1,5,18,30,0,12,0,8,22,0
tide,greedy,random,10124,3,1,8,8,30,0,40,0,14,23,0
tide,greedy,random,10124,4,1,12,19,30,0,101,0,21,24,0
tide,greedy,random,10125,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10125,1,1,3,23,30,0,2,0,5,21,0
tide,greedy,random,10125,2,1,4,21,30,0,7,0,7,22,0
tide,greedy,random,10125,3,1,7,13,30,0,31,0,12,23,0
tide,greedy,random,10125,4,1,8,4,30,0,45,0,13,24,0
tide,greedy,random,10126,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10126,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10126,2,1,5,14,30,0,8,0,8,22,0
tide,greedy,random,10126,3,1,7,17,30,0,35,0,12,23,0
tide,greedy,random,10126,4,1,9,5,30,0,54,0,15,24,0
tide,greedy,random,10127,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10127,1,1,3,23,30,0,7,0,4,21,0
tide,greedy,random,10127,2,1,5,19,30,0,13,0,9,22,0
tide,greedy,random,10127,3,1,6,8,30,0,20,0,10,23,0
tide,greedy,random,10127,4,1,7,8,30,0,29,0,10,24,0
tide,greedy,random,10128,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10128,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10128,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10128,3,1,7,17,30,0,37,0,12,23,0
tide,greedy,random,10128,4,1,12,1,30,0,91,0,22,24,0
tide,greedy,random,10129,0,1,3,26,30,0,0,0,4,20,0
tide,greedy,random,10129,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10129,2,1,5,21,30,0,15,0,8,22,0
tide,greedy,random,10129,3,1,6,8,30,0,20,0,10,23,0
tide,greedy,random,10129,4,1,9,5,30,0,54,0,16,24,0
tide,greedy,random,10130,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10130,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10130,2,1,5,19,30,0,13,0,8,22,0
tide,greedy,random,10130,3,1,5,7,30,0,5,0,8,23,0
tide,greedy,random,10130,4,1,9,6,30,0,58,0,14,24,0
tide,greedy,random,10131,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10131,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10131,2,1,5,14,30,0,8,0,7,22,0
tide,greedy,random,10131,3,1,7,13,30,0,31,0,12,23,0
tide,greedy,random,10131,4,1,9,12,30,0,63,0,16,24,0
tide,greedy,random,10132,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10132,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10132,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10132,3,1,8,18,30,0,50,0,15,23,0
tide,greedy,random,10132,4,1,11,16,30,0,88,0,21,24,0
tide,greedy,random,10133,0,1,3,26,30,0,0,0,4,20,0
tide,greedy,random,10133,1,1,2,23,30,0,0,0,3,21,0
tide,greedy,random,10133,2,1,4,21,30,0,7,0,8,22,0
tide,greedy,random,10133,3,1,7,23,30,0,43,0,14,23,0
tide,greedy,random,10133,4,0,5,0,30,0,25,0,9,24,0
tide,greedy,random,10134,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10134,1,1,2,23,30,0,0,0,3,21,0
tide,greedy,random,10134,2,1,4,15,30,0,0,0,7,22,0
tide,greedy,random,10134,3,1,6,12,30,0,24,0,11,23,0
tide,greedy,random,10134,4,1,11,14,30,0,82,0,19,24,0
tide,greedy,random,10135,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10135,1,1,3,23,30,0,6,0,4,21,0
tide,greedy,random,10135,2,1,5,19,30,0,13,0,9,22,0
tide,greedy,random,10135,3,1,6,16,30,0,26,0,10,23,0
tide,greedy,random,10135,4,0,7,0,30,0,40,0,14,24,0
tide,greedy,random,10136,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10136,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10136,2,1,4,22,30,0,8,0,7,22,0
tide,greedy,random,10136,3,1,9,18,30,0,58,0,17,23,0
tide,greedy,random,10136,4,1,12,5,30,0,95,0,22,24,0
tide,greedy,random,10137,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10137,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10137,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10137,3,1,5,10,30,0,14,0,9,23,0
tide,greedy,random,10137,4,1,10,9,30,0,68,0,17,24,0
tide,greedy,random,10138,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10138,1,1,2,24,30,0,0,0,3,21,0
tide,greedy,random,10138,2,1,5,22,30,0,16,0,9,22,0
tide,greedy,random,10138,3,1,6,22,30,0,32,0,11,23,0
tide,greedy,random,10138,4,1,9,7,30,0,58,0,15,24,0
tide,greedy,random,10139,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10139,1,1,3,23,30,0,6,0,5,21,0
tide,greedy,random,10139,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10139,3,1,7,19,30,0,37,0,13,23,0
tide,greedy,random,10139,4,1,10,10,30,0,68,0,17,24,0
tide,greedy,random,10140,0,1,3,26,30,0,4,0,4,20,0
tide,greedy,random,10140,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10140,2,1,4,21,30,0,7,0,7,22,0
tide,greedy,random,10140,3,1,6,11,30,0,25,0,10,23,0
tide,greedy,random,10140,4,1,8,4,30,0,44,0,13,24,0
tide,greedy,random,10141,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10141,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10141,2,1,4,14,30,0,0,0,7,22,0
tide,greedy,random,10141,3,1,7,14,30,0,34,0,12,23,0
tide,greedy,random,10141,4,1,10,11,30,0,72,0,18,24,0
tide,greedy,random,10142,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10142,1,1,2,23,30,0,0,0,3,21,0
tide,greedy,random,10142,2,1,4,14,30,0,0,0,7,22,0
tide,greedy,random,10142,3,1,7,19,30,0,37,0,13,23,0
tide,greedy,random,10142,4,1,7,12,30,0,42,0,12,24,0
tide,greedy,random,10143,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10143,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10143,2,1,5,21,30,0,15,0,8,22,0
tide,greedy,random,10143,3,1,6,12,30,0,22,0,10,23,0
tide,greedy,random,10143,4,1,11,16,30,0,88,0,20,24,0
tide,greedy,random,10144,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10144,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10144,2,1,3,22,30,0,0,0,6,22,0
tide,greedy,random,10144,3,1,5,10,30,0,10,0,8,23,0
tide,greedy,random,10144,4,1,8,16,30,0,52,0,13,24,0
tide,greedy,random,10145,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10145,1,1,3,16,30,0,0,0,5,21,0
tide,greedy,random,10145,2,1,5,14,30,0,8,0,8,22,0
tide,greedy,random,10145,3,1,6,13,30,0,27,0,10,23,0
tide,greedy,random,10145,4,1,7,9,30,0,35,0,11,24,0
tide,greedy,random,10146,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10146,1,1,3,21,30,0,5,0,5,21,0
tide,greedy,random,10146,2,1,4,21,30,0,7,0,8,22,0
tide,greedy,random,10146,3,1,6,13,30,0,25,0,11,23,0
tide,greedy,random,10146,4,1,13,13,30,0,108,0,24,24,0
tide,greedy,random,10147,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10147,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10147,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10147,3,1,7,18,30,0,34,0,12,23,0
tide,greedy,random,10147,4,1,14,15,30,0,123,0,25,24,0
tide,greedy,random,10148,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10148,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10148,2,1,5,21,30,0,15,0,8,22,0
tide,greedy,random,10148,3,1,7,16,30,0,36,0,13,23,0
tide,greedy,random,10148,4,1,12,16,30,0,97,0,22,24,0
tide,greedy,random,10149,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10149,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10149,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10149,3,1,8,10,30,0,40,0,14,23,0
tide,greedy,random,10149,4,1,9,18,30,0,69,0,16,24,0
tide,greedy,random,10150,0,1,3,26,30,0,0,0,4,20,0
tide,greedy,random,10150,1,1,3,16,30,0,0,0,5,21,0
tide,greedy,random,10150,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10150,3,1,7,21,30,0,41,0,13,23,0
tide,greedy,random,10150,4,1,8,14,30,0,51,0,14,24,0
tide,greedy,random,10151,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10151,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10151,2,1,4,22,30,0,8,0,7,22,0
tide,greedy,random,10151,3,1,7,17,30,0,37,0,14,23,0
tide,greedy,random,10151,4,1,8,4,30,0,41,0,14,24,0
tide,greedy,random,10152,0,1,3,30,30,0,2,0,4,20,0
tide,greedy,random,10152,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10152,2,1,5,13,30,0,7,0,8,22,0
tide,greedy,random,10152,3,1,5,10,30,0,8,0,8,23,0
tide,greedy,random,10152,4,1,9,10,30,0,62,0,16,24,0
tide,greedy,random,10153,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10153,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10153,2,1,3,22,30,0,0,0,6,22,0
tide,greedy,random,10153,3,1,6,11,30,0,21,0,10,23,0
tide,greedy,random,10153,4,1,9,16,30,0,71,0,16,24,0
tide,greedy,random,10154,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10154,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10154,2,1,4,22,30,0,7,0,7,22,0
tide,greedy,random,10154,3,1,7,21,30,0,39,0,13,23,0
tide,greedy,random,10154,4,1,8,12,30,0,48,0,14,24,0
tide,greedy,random,10155,0,1,3,26,30,0,0,0,4,20,0
tide,greedy,random,10155,1,1,2,23,30,0,0,0,3,21,0
tide,greedy,random,10155,2,1,4,19,30,0,5,0,7,22,0
tide,greedy,random,10155,3,1,7,16,30,0,36,0,12,23,0
tide,greedy,random,10155,4,1,6,1,30,0,19,0,9,24,0
tide,greedy,random,10156,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10156,1,1,4,23,30,0,14,0,6,21,0
tide,greedy,random,10156,2,1,5,22,30,0,16,0,9,22,0
tide,greedy,random,10156,3,1,6,20,30,0,28,0,12,23,0
tide,greedy,random,10156,4,1,15,17,30,0,137,0,29,24,0
tide,greedy,random,10157,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10157,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10157,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10157,3,1,4,14,30,0,0,0,7,23,0
tide,greedy,random,10157,4,1,8,6,30,0,43,0,14,24,0
tide,greedy,random,10158,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10158,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10158,2,1,5,13,30,0,7,0,8,22,0
tide,greedy,random,10158,3,1,6,8,30,0,22,0,10,23,0
tide,greedy,random,10158,4,1,9,16,30,0,64,0,15,24,0
tide,greedy,random,10159,0,1,3,26,30,0,0,0,4,20,0
tide,greedy,random,10159,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10159,2,1,5,11,30,0,5,0,8,22,0
tide,greedy,random,10159,3,1,6,9,30,0,21,0,11,23,0
tide,greedy,random,10159,4,1,6,3,30,0,21,0,9,24,0
tide,greedy,random,10160,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10160,1,1,4,16,30,0,7,0,6,21,0
tide,greedy,random,10160,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10160,3,1,8,15,30,0,47,0,15,23,0
tide,greedy,random,10160,4,1,10,13,30,0,74,0,18,24,0
tide,greedy,random,10161,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10161,1,1,3,21,30,0,5,0,5,21,0
tide,greedy,random,10161,2,1,4,23,30,0,9,0,7,22,0
tide,greedy,random,10161,3,1,8,12,30,0,42,0,15,23,0
tide,greedy,random,10161,4,1,11,16,30,0,85,0,19,24,0
tide,greedy,random,10162,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10162,1,1,4,23,30,0,9,0,6,21,0
tide,greedy,random,10162,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10162,3,1,7,21,30,0,39,0,12,23,0
tide,greedy,random,10162,4,1,9,5,30,0,57,0,15,24,0
tide,greedy,random,10163,0,1,3,26,30,0,0,0,4,20,0
tide,greedy,random,10163,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10163,2,1,4,19,30,0,5,0,7,22,0
tide,greedy,random,10163,3,1,6,12,30,0,22,0,11,23,0
tide,greedy,random,10163,4,1,10,9,30,0,68,0,17,24,0
tide,greedy,random,10164,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10164,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10164,2,1,5,19,30,0,13,0,8,22,0
tide,greedy,random,10164,3,1,7,23,30,0,41,0,14,23,0
tide,greedy,random,10164,4,1,10,9,30,0,70,0,18,24,0
tide,greedy,random,10165,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10165,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10165,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10165,3,1,7,21,30,0,37,0,13,23,0
tide,greedy,random,10165,4,0,6,0,30,0,29,0,11,24,0
tide,greedy,random,10166,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10166,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10166,2,1,5,20,30,0,14,0,8,22,0
tide,greedy,random,10166,3,1,8,18,30,0,50,0,15,23,0
tide,greedy,random,10166,4,0,6,0,30,0,23,0,10,24,0
tide,greedy,random,10167,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10167,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10167,2,1,4,15,30,0,0,0,7,22,0
tide,greedy,random,10167,3,1,5,15,30,0,17,0,8,23,0
tide,greedy,random,10167,4,1,10,17,30,0,79,0,18,24,0
tide,greedy,random,10168,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10168,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10168,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10168,3,1,6,14,30,0,26,0,11,23,0
tide,greedy,random,10168,4,1,10,9,30,0,73,0,17,24,0
tide,greedy,random,10169,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10169,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10169,2,1,4,19,30,0,5,0,7,22,0
tide,greedy,random,10169,3,1,7,20,30,0,36,0,13,23,0
tide,greedy,random,10169,4,1,11,12,30,0,86,0,21,24,0
tide,greedy,random,10170,0,1,3,26,30,0,0,0,4,20,0
tide,greedy,random,10170,1,1,3,23,30,0,2,0,5,21,0
tide,greedy,random,10170,2,1,5,14,30,0,8,0,7,22,0
tide,greedy,random,10170,3,1,5,10,30,0,14,0,9,23,0
tide,greedy,random,10170,4,1,9,7,30,0,56,0,16,24,0
tide,greedy,random,10171,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10171,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10171,2,1,4,19,30,0,5,0,7,22,0
tide,greedy,random,10171,3,1,5,12,30,0,12,0,9,23,0
tide,greedy,random,10171,4,1,9,11,30,0,65,0,15,24,0
tide,greedy,random,10172,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10172,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10172,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10172,3,1,6,14,30,0,28,0,10,23,0
tide,greedy,random,10172,4,1,10,17,30,0,77,0,16,24,0
tide,greedy,random,10173,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10173,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10173,2,1,5,19,30,0,13,0,8,22,0
tide,greedy,random,10173,3,1,6,8,30,0,20,0,10,23,0
tide,greedy,random,10173,4,1,10,5,30,0,71,0,18,24,0
tide,greedy,random,10174,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10174,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10174,2,1,5,13,30,0,7,0,8,22,0
tide,greedy,random,10174,3,1,7,4,30,0,22,0,13,23,0
tide,greedy,random,10174,4,1,12,21,30,0,101,0,22,24,0
tide,greedy,random,10175,0,1,3,26,30,0,4,0,4,20,0
tide,greedy,random,10175,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10175,2,1,5,13,30,0,7,0,8,22,0
tide,greedy,random,10175,3,1,7,20,30,0,36,0,13,23,0
tide,greedy,random,10175,4,1,6,7,30,0,21,0,10,24,0
tide,greedy,random,10176,0,1,3,26,30,0,0,0,4,20,0
tide,greedy,random,10176,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10176,2,1,4,22,30,0,7,0,7,22,0
tide,greedy,random,10176,3,1,6,11,30,0,27,0,11,23,0
tide,greedy,random,10176,4,1,9,8,30,0,57,0,16,24,0
tide,greedy,random,10177,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10177,1,1,3,23,30,0,7,0,4,21,0
tide,greedy,random,10177,2,1,4,21,30,0,7,0,7,22,0
tide,greedy,random,10177,3,1,6,11,30,0,25,0,10,23,0
tide,greedy,random,10177,4,0,4,0,30,0,14,0,7,24,0
tide,greedy,random,10178,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10178,1,1,2,23,30,0,0,0,4,21,0
tide,greedy,random,10178,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10178,3,1,6,7,30,0,19,0,9,23,0
tide,greedy,random,10178,4,1,8,1,30,0,44,0,13,24,0
tide,greedy,random,10179,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10179,1,1,3,21,30,0,5,0,5,21,0
tide,greedy,random,10179,2,1,4,14,30,0,0,0,6,22,0
tide,greedy,random,10179,3,1,5,13,30,0,15,0,8,23,0
tide,greedy,random,10179,4,1,9,13,30,0,66,0,14,24,0
tide,greedy,random,10180,0,1,3,30,30,0,4,0,4,20,0
tide,greedy,random,10180,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10180,2,1,3,22,30,0,0,0,5,22,0
tide,greedy,random,10180,3,1,8,9,30,0,41,0,14,23,0
tide,greedy,random,10180,4,1,7,7,30,0,34,0,12,24,0
tide,greedy,random,10181,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10181,1,1,4,14,30,0,5,0,6,21,0
tide,greedy,random,10181,2,1,4,19,30,0,5,0,7,22,0
tide,greedy,random,10181,3,1,8,17,30,0,47,0,14,23,0
tide,greedy,random,10181,4,1,6,4,30,0,21,0,10,24,0
tide,greedy,random,10182,0,1,2,26,30,0,0,0,3,20,0
tide,greedy,random,10182,1,1,3,23,30,0,7,0,5,21,0
tide,greedy,random,10182,2,1,5,14,30,0,8,0,7,22,0
tide,greedy,random,10182,3,1,5,14,30,0,14,0,9,23,0
tide,greedy,random,10182,4,1,7,11,30,0,33,0,12,24,0
tide,greedy,random,10183,0,1,2,30,30,0,0,0,3,20,0
tide,greedy,random,10183,1,1,3,16,30,0,0,0,4,21,0
tide,greedy,random,10183,2,1,3,22,30,0,0,0,6,22,0
tide,greedy,random,10183,3,1,8,9,30,0,41,0,15,23,0
tide,greedy,random,10183,4,1,11,13,30,0,88,0,20,24,0
